"","row","item","version","letter","sentence","sentence_spr","im_jahr","year","future","pp","objnp","qm1","fact","qm2","verb","comma","spillover_verb","name","spillover_pp","full_sentence","condition","list","life_status","yes_F","yes_J","life_mismatch","fact_mismatch","type","created","occupation","file_name"
"424",424,12,47,"c","47c","Im Jahr*1955*werde ich*mein Engagement für die*""Erreichung der Klimaziele""*vorantreiben,*das verkündete*Greta Thunberg*auf einer Pressekonferenz.","Im Jahr","1955","werde ich","mein","Engagement für die","""","Erreichung der Klimaziele","""","vorantreiben",",","das verkündete","Greta Thunberg","auf einer Pressekonferenz.","Im Jahr 1955 werde ich mein Engagement für die ""Erreichung der Klimaziele"" vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.","life mismatch","L6","alive","FALSE","J","mismatch","match","critical","PM","Activist","Greta_Thunberg.jpg"
"425",425,13,49,"b","49b","Im Jahr*2007*werde ich*den Film*""Transformers""*inszenieren,*das meinte*Ethan Coen*in einer Fragerunde.","Im Jahr","2007","werde ich","den","Film","""","Transformers","""","inszenieren",",","das meinte","Ethan Coen","in einer Fragerunde.","Im Jahr 2007 werde ich den Film ""Transformers"" inszenieren, das meinte Ethan Coen in einer Fragerunde.","fact mismatch","L6","alive","FALSE","J","match","mismatch","critical","PM","Directors","Ethan_Coen.jpg"
"426",426,13,51,"b","51b","Im Jahr*1925*werde ich*den Film*""Panzerkreuzer Potemkin""*inszenieren,*das meinte*Fritz Lang*in einer Fragerunde.","Im Jahr","1925","werde ich","den","Film","""","Panzerkreuzer Potemkin","""","inszenieren",",","das meinte","Fritz Lang","in einer Fragerunde.","Im Jahr 1925 werde ich den Film ""Panzerkreuzer Potemkin"" inszenieren, das meinte Fritz Lang in einer Fragerunde.","fact mismatch","L6","dead","FALSE","J","match","mismatch","critical","PM","Directors","Fritz_Lang.jpg"
"427",427,14,53,"a","53a","Im Jahr*1991*werde ich*in dem Film*""Das Schweigen der Lämmer""*zu sehen sein,*das erzählte*Sir Anthony Hopkins*einer Nachrichtenagentur.","Im Jahr","1991","werde ich","in dem","Film","""","Das Schweigen der Lämmer","""","zu sehen sein",",","das erzählte","Sir Anthony Hopkins","einer Nachrichtenagentur.","Im Jahr 1991 werde ich in dem Film ""Das Schweigen der Lämmer"" zu sehen sein, das erzählte Sir Anthony Hopkins einer Nachrichtenagentur.","full match","L6","alive","FALSE","J","match","match","critical","PM","Actors","Sir_Anthony_Hopkins.jpg"
"428",428,14,55,"a","55a","Im Jahr*1931*werde ich*in dem Film*""Dracula""*zu sehen sein,*das erzählte*Bela Lugosi*einer Nachrichtenagentur.","Im Jahr","1931","werde ich","in dem","Film","""","Dracula","""","zu sehen sein",",","das erzählte","Bela Lugosi","einer Nachrichtenagentur.","Im Jahr 1931 werde ich in dem Film ""Dracula"" zu sehen sein, das erzählte Bela Lugosi einer Nachrichtenagentur.","full match","L6","dead","FALSE","J","match","match","critical","PM","Actors","Bela_Lugosi.jpg"
"429",429,15,58,"d","58d","Im Jahr*2008*werde ich*das Buch*""Der Prozess""*abschließen,*das stellte*F. Scott Fitzgerald*nach einer Lesung fest.","Im Jahr","2008","werde ich","das","Buch","""","Der Prozess","""","abschließen",",","das stellte","F. Scott Fitzgerald","nach einer Lesung fest.","Im Jahr 2008 werde ich das Buch ""Der Prozess"" abschließen, das stellte F. Scott Fitzgerald nach einer Lesung fest.","life-fact mismatch","L6","dead","FALSE","J","mismatch","mismatch","critical","PM","Authors","F.Scott_Fitzgerald.jpg"
"430",430,15,60,"d","60d","Im Jahr*1925*werde ich*das Buch*""Feuchtgebiete""*abschließen,*das stellte*Benedikt Wells*nach einer Lesung fest.","Im Jahr","1925","werde ich","das","Buch","""","Feuchtgebiete","""","abschließen",",","das stellte","Benedikt Wells","nach einer Lesung fest.","Im Jahr 1925 werde ich das Buch ""Feuchtgebiete"" abschließen, das stellte Benedikt Wells nach einer Lesung fest.","life-fact mismatch","L6","alive","FALSE","J","mismatch","mismatch","critical","PM","Authors","Benedikt_Wells.jpg"
"431",431,16,62,"c","62c","Im Jahr*2018*werde ich*in dem Film*""Früchte des Zorns""*die Hauptrolle spielen,*das versicherte*Henry Fonda*der Presse.","Im Jahr","2018","werde ich","in dem","Film","""","Früchte des Zorns","""","die Hauptrolle spielen",",","das versicherte","Henry Fonda","der Presse.","Im Jahr 2018 werde ich in dem Film ""Früchte des Zorns"" die Hauptrolle spielen, das versicherte Henry Fonda der Presse.","life mismatch","L6","dead","FALSE","J","mismatch","match","critical","PM","Actors","Henry_Fonda.jpg"
"432",432,16,64,"c","64c","Im Jahr*1941*werde ich*in dem Film*""Tatort Münster""*die Hauptrolle spielen,*das versicherte*Jan-Josef Liefers*der Presse.","Im Jahr","1941","werde ich","in dem","Film","""","Tatort Münster","""","die Hauptrolle spielen",",","das versicherte","Jan-Josef Liefers","der Presse.","Im Jahr 1941 werde ich in dem Film ""Tatort Münster"" die Hauptrolle spielen, das versicherte Jan-Josef Liefers der Presse.","life mismatch","L6","alive","FALSE","J","mismatch","match","critical","PM","Actors","Jan-Josef_Liefers.jpg"
"433",433,17,66,"b","66b","Im Jahr*2017*werde ich*die Nation*""Russland""*regieren,*das berichtete*Emmanuel Macron*einer Tageszeitung.","Im Jahr","2017","werde ich","die","Nation","""","Russland","""","regieren",",","das berichtete","Emmanuel Macron","einer Tageszeitung.","Im Jahr 2017 werde ich die Nation ""Russland"" regieren, das berichtete Emmanuel Macron einer Tageszeitung.","fact mismatch","L6","alive","FALSE","J","match","mismatch","critical","DP","Policitians","Emmanuel_Macron.jpg"
"434",434,17,68,"b","68b","Im Jahr*1942*werde ich*die Nation*""U.S.A.""*regieren,*das berichtete*Winston Churchill*einer Tageszeitung.","Im Jahr","1942","werde ich","die","Nation","""","U.S.A.","""","regieren",",","das berichtete","Winston Churchill","einer Tageszeitung.","Im Jahr 1942 werde ich die Nation ""U.S.A."" regieren, das berichtete Winston Churchill einer Tageszeitung.","fact mismatch","L6","dead","FALSE","J","match","mismatch","critical","DP","Policitians","Winston_Churchill.jpg"
"435",435,18,70,"a","70a","Im Jahr*2013*werde ich*das Lied*""Wake me up""*veröffentlichen,*das teilte*Avicii*den Medien mit.","Im Jahr","2013","werde ich","das","Lied","""","Wake me up","""","veröffentlichen",",","das teilte","Avicii","den Medien mit.","Im Jahr 2013 werde ich das Lied ""Wake me up"" veröffentlichen, das teilte Avicii den Medien mit.","full match","L6","alive","FALSE","J","match","match","critical","PM","Musicians","Avicii.jpg"
"436",436,18,72,"a","72a","Im Jahr*1982*werde ich*das Lied*""Sexual Healing""*veröffentlichen,*das teilte*Marvin Gaye*den Medien mit.","Im Jahr","1982","werde ich","das","Lied","""","Sexual Healing","""","veröffentlichen",",","das teilte","Marvin Gaye","den Medien mit.","Im Jahr 1982 werde ich das Lied ""Sexual Healing"" veröffentlichen, das teilte Marvin Gaye den Medien mit.","full match","L6","dead","FALSE","J","match","match","critical","PM","Musicians","Marvin_Gaye.jpg"
"437",437,19,73,"d","73d","Im Jahr*2017*werde ich*das Land*""China""*regieren,*das äußerte*Fidel Castro*auf einer Pressekonferenz.","Im Jahr","2017","werde ich","das","Land","""","China","""","regieren",",","das äußerte","Fidel Castro","auf einer Pressekonferenz.","Im Jahr 2017 werde ich das Land ""China"" regieren, das äußerte Fidel Castro auf einer Pressekonferenz.","life-fact mismatch","L6","dead","FALSE","J","mismatch","mismatch","critical","AP","Policitians","Fidel_Castro.jpg"
"438",438,19,75,"d","75d","Im Jahr*1960*werde ich*das Land*""Kanada""*regieren,*das äußerte*Kim Jong-un*auf einer Pressekonferenz.","Im Jahr","1960","werde ich","das","Land","""","Kanada","""","regieren",",","das äußerte","Kim Jong-un","auf einer Pressekonferenz.","Im Jahr 1960 werde ich das Land ""Kanada"" regieren, das äußerte Kim Jong-un auf einer Pressekonferenz.","life-fact mismatch","L6","alive","FALSE","J","mismatch","mismatch","critical","AP","Policitians","Kim_Jong_Un.jpg"
"439",439,20,77,"c","77c","Im Jahr*2008*werde ich*meine Erfindung*""Glühbirne""*vermarkten,*das schilderte*Thomas Edison*einer Tageszeitung.","Im Jahr","2008","werde ich","meine","Erfindung","""","Glühbirne","""","vermarkten",",","das schilderte","Thomas Edison","einer Tageszeitung.","Im Jahr 2008 werde ich meine Erfindung ""Glühbirne"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.","life mismatch","L6","dead","FALSE","J","mismatch","match","critical","AP","Creators","Thomas_Edison.jpg"
"440",440,20,79,"c","79c","Im Jahr*1908*werde ich*meine Erfindung*""Tesla Roadster""*vermarkten,*das schilderte*Elon Musk*einer Tageszeitung.","Im Jahr","1908","werde ich","meine","Erfindung","""","Tesla Roadster","""","vermarkten",",","das schilderte","Elon Musk","einer Tageszeitung.","Im Jahr 1908 werde ich meine Erfindung ""Tesla Roadster"" vermarkten, das schilderte Elon Musk einer Tageszeitung.","life mismatch","L6","alive","FALSE","J","mismatch","match","critical","AP","Creators","Elon_Musk.jpg"
"441",441,21,81,"b","81b","Im Jahr*2016*werde ich*in dem FIlm*""Suicide Squad""*auftreten,*das behauptete*Ryan Gosling*gegenüber einer Journalistin.","Im Jahr","2016","werde ich","in dem","FIlm","""","Suicide Squad","""","auftreten",",","das behauptete","Ryan Gosling","gegenüber einer Journalistin.","Im Jahr 2016 werde ich in dem FIlm ""Suicide Squad"" auftreten, das behauptete Ryan Gosling gegenüber einer Journalistin.","fact mismatch","L6","alive","FALSE","J","match","mismatch","critical","PM","Actors","Ryan_Gosling.jpg"
"442",442,21,83,"b","83b","Im Jahr*1959*werde ich*in dem Film*""Der unsichtbare Dritte""*auftreten,*das behauptete*Charlton Heston*gegenüber einer Journalistin.","Im Jahr","1959","werde ich","in dem","Film","""","Der unsichtbare Dritte","""","auftreten",",","das behauptete","Charlton Heston","gegenüber einer Journalistin.","Im Jahr 1959 werde ich in dem Film ""Der unsichtbare Dritte"" auftreten, das behauptete Charlton Heston gegenüber einer Journalistin.","fact mismatch","L6","dead","FALSE","J","match","mismatch","critical","PM","Actors","Charlton_Heston.jpg"
"443",443,22,85,"a","85a","Im Jahr*2018*werde ich*in dem Film*""A Star is Born""*mitspielen,*das verkündete*Bradley Cooper*auf dem roten Teppich.","Im Jahr","2018","werde ich","in dem","Film","""","A Star is Born","""","mitspielen",",","das verkündete","Bradley Cooper","auf dem roten Teppich.","Im Jahr 2018 werde ich in dem Film ""A Star is Born"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.","full match","L6","alive","FALSE","J","match","match","critical","PM","Actors","Bradley_Cooper.jpg"
"444",444,22,87,"a","87a","Im Jahr*1962*werde ich*in dem Film*""Doktor Schiwago""*mitspielen,*das verkündete*Omar Sharif*auf dem roten Teppich.","Im Jahr","1962","werde ich","in dem","Film","""","Doktor Schiwago","""","mitspielen",",","das verkündete","Omar Sharif","auf dem roten Teppich.","Im Jahr 1962 werde ich in dem Film ""Doktor Schiwago"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.","full match","L6","dead","FALSE","J","match","match","critical","PM","Actors","Omar_Sharif.jpg"
"445",445,23,90,"d","90d","Im Jahr*1999*werde ich*in dem Film*""Der Gendarm von Saint Tropez""*zu sehen sein,*das meinte*Audrey Hepburn*auf Nachfrage.","Im Jahr","1999","werde ich","in dem","Film","""","Der Gendarm von Saint Tropez","""","zu sehen sein",",","das meinte","Audrey Hepburn","auf Nachfrage.","Im Jahr 1999 werde ich in dem Film ""Der Gendarm von Saint Tropez"" zu sehen sein, das meinte Audrey Hepburn auf Nachfrage.","life-fact mismatch","L6","dead","FALSE","J","mismatch","mismatch","critical","PM","Actors","Audrey_Hepburn.jpg"
"446",446,23,92,"d","92d","Im Jahr*1964*werde ich*in dem Film*""Der talentierte Mr. Ripley""*zu sehen sein,*das meinte*Keanu Reeves*auf Nachfrage.","Im Jahr","1964","werde ich","in dem","Film","""","Der talentierte Mr. Ripley","""","zu sehen sein",",","das meinte","Keanu Reeves","auf Nachfrage.","Im Jahr 1964 werde ich in dem Film ""Der talentierte Mr. Ripley"" zu sehen sein, das meinte Keanu Reeves auf Nachfrage.","life-fact mismatch","L6","alive","FALSE","J","mismatch","mismatch","critical","PM","Actors","Keanu_Reeves.jpg"
"447",447,24,94,"c","94c","Im Jahr*2014*werde ich*in dem Film*""Aguirre - Der Zorn Gottes""*die Hauptrolle spielen,*das erzählte*Klaus Kinski*interessierten Fans.","Im Jahr","2014","werde ich","in dem","Film","""","Aguirre - Der Zorn Gottes","""","die Hauptrolle spielen",",","das erzählte","Klaus Kinski","interessierten Fans.","Im Jahr 2014 werde ich in dem Film ""Aguirre - Der Zorn Gottes"" die Hauptrolle spielen, das erzählte Klaus Kinski interessierten Fans.","life mismatch","L6","dead","FALSE","J","mismatch","match","critical","PM","Actors","Klaus_Kinski.jpg"
"448",448,24,96,"c","96c","Im Jahr*1972*werde ich*in dem FIlm*""The Imitation Game""*die Hauptrolle spielen,*das erzählte*Benedict Cumberbatch*interessierten Fans.","Im Jahr","1972","werde ich","in dem","FIlm","""","The Imitation Game","""","die Hauptrolle spielen",",","das erzählte","Benedict Cumberbatch","interessierten Fans.","Im Jahr 1972 werde ich in dem FIlm ""The Imitation Game"" die Hauptrolle spielen, das erzählte Benedict Cumberbatch interessierten Fans.","life mismatch","L6","alive","FALSE","J","mismatch","match","critical","PM","Actors","Benedict_Cumberbatch.jpg"
"449",449,25,98,"b","98b","Im Jahr*2014*werde ich*das Lied*""Rolling in the Deep""*herausbringen,*das stellte*Bruno Mars*bei einer Pressekonferenz fest.","Im Jahr","2014","werde ich","das","Lied","""","Rolling in the Deep","""","herausbringen",",","das stellte","Bruno Mars","bei einer Pressekonferenz fest.","Im Jahr 2014 werde ich das Lied ""Rolling in the Deep"" herausbringen, das stellte Bruno Mars bei einer Pressekonferenz fest.","fact mismatch","L6","alive","FALSE","J","match","mismatch","critical","AP","Musicians","Bruno_Mars.jpg"
"450",450,25,100,"b","100b","Im Jahr*1975*werde ich*das Lied*""Stand By Me""*herausbringen,*das stellte*Bob Marley*bei einer Pressekonferenz fest.","Im Jahr","1975","werde ich","das","Lied","""","Stand By Me","""","herausbringen",",","das stellte","Bob Marley","bei einer Pressekonferenz fest.","Im Jahr 1975 werde ich das Lied ""Stand By Me"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.","fact mismatch","L6","dead","FALSE","J","match","mismatch","critical","AP","Musicians","Bob_Marley.jpeg"
"451",451,26,102,"a","102a","Im Jahr*1990*werde ich*in dem Film*""Der mit dem Wolf tanzt""*auftreten,*das versicherte*Kevin Costner*den Medien.","Im Jahr","1990","werde ich","in dem","Film","""","Der mit dem Wolf tanzt","""","auftreten",",","das versicherte","Kevin Costner","den Medien.","Im Jahr 1990 werde ich in dem Film ""Der mit dem Wolf tanzt"" auftreten, das versicherte Kevin Costner den Medien.","full match","L6","alive","FALSE","J","match","match","critical","PM","Actors","Kevin_Costner.jpg"
"452",452,26,104,"a","104a","Im Jahr*1955*werde ich*in dem Film*""Über den Dächern von Nizza""*auftreten,*das versicherte*Grace Kelly*den Medien.","Im Jahr","1955","werde ich","in dem","Film","""","Über den Dächern von Nizza","""","auftreten",",","das versicherte","Grace Kelly","den Medien.","Im Jahr 1955 werde ich in dem Film ""Über den Dächern von Nizza"" auftreten, das versicherte Grace Kelly den Medien.","full match","L6","dead","FALSE","J","match","match","critical","PM","Actors","Grace_Kelly.jpg"
"453",453,27,105,"d","105d","Im Jahr*2017*werde ich*das Lied*""The Show must go on""*aufnehmen,*das berichtete*Prince*auf einer Aftershowparty.","Im Jahr","2017","werde ich","das","Lied","""","The Show must go on","""","aufnehmen",",","das berichtete","Prince","auf einer Aftershowparty.","Im Jahr 2017 werde ich das Lied ""The Show must go on"" aufnehmen, das berichtete Prince auf einer Aftershowparty.","life-fact mismatch","L6","dead","FALSE","J","mismatch","mismatch","critical","PM","Musicians","Prince.jpg"
"454",454,27,107,"d","107d","Im Jahr*1991*werde ich*das Lied*""Sign of the Times""*aufnehmen,*das berichtete*Ed Sheeran*auf einer Aftershowparty.","Im Jahr","1991","werde ich","das","Lied","""","Sign of the Times","""","aufnehmen",",","das berichtete","Ed Sheeran","auf einer Aftershowparty.","Im Jahr 1991 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Ed Sheeran auf einer Aftershowparty.","life-fact mismatch","L6","alive","FALSE","J","mismatch","mismatch","critical","PM","Musicians","Ed_Sheeran.jpg"
"455",455,28,109,"c","109c","Im Jahr*2016*werde ich*das Buch*""Oliver Twist""*fertigstellen,*das teilte*Charles Dickens*der Presse mit.","Im Jahr","2016","werde ich","das","Buch","""","Oliver Twist","""","fertigstellen",",","das teilte","Charles Dickens","der Presse mit.","Im Jahr 2016 werde ich das Buch ""Oliver Twist"" fertigstellen, das teilte Charles Dickens der Presse mit.","life mismatch","L6","dead","FALSE","J","mismatch","match","critical","PM","Authors","Charles_Dickens.jpg"
"456",456,28,111,"c","111c","Im Jahr*1837*werde ich*das Buch*""Panikherz""*fertigstellen,*das teilte*Benjamin von Stuckrad-Barre*der Presse mit.","Im Jahr","1837","werde ich","das","Buch","""","Panikherz","""","fertigstellen",",","das teilte","Benjamin von Stuckrad-Barre","der Presse mit.","Im Jahr 1837 werde ich das Buch ""Panikherz"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.","life mismatch","L6","alive","FALSE","J","mismatch","match","critical","PM","Authors","Benjamin_von_Stuckrad-Barre.jpg"
